Date,Author,Percentage
"November 17, 2021",Park Si-soo,12.5
"November 16, 2021",Debra Werner,25.0
"November 16, 2021",Jeff Foust,25.0
"November 16, 2021",Sandra Erwin,31.25
"November 16, 2021",Andrew Jones,12.5
"November 15, 2021",Debra Werner,20.0
"November 15, 2021",Sandra Erwin,40.0
"November 15, 2021",Jeff Foust,20.0
"November 15, 2021",Park Si-soo,10.0
"November 15, 2021",Andrew Jones,10.0
"November 14, 2021",Jeff Foust,100.0
"November 13, 2021",Jeff Foust,33.33333333333333
"November 13, 2021",Jason Rainbow,33.33333333333333
"November 12, 2021",Jeff Foust,50.0
"November 12, 2021",Jason Rainbow,12.5
"November 12, 2021",Sandra Erwin,12.5
"November 12, 2021",Park Si-soo,12.5
"November 12, 2021",Debra Werner,12.5
"November 11, 2021",Jeff Foust,33.33333333333333
"November 11, 2021",Park Si-soo,16.666666666666664
"November 11, 2021",Sandra Erwin,33.33333333333333
"November 11, 2021",Andrew Jones,16.666666666666664
"November 10, 2021",Debra Werner,20.0
"November 10, 2021",Jeff Foust,40.0
"November 10, 2021",Sandra Erwin,30.0
"November 10, 2021",Jason Rainbow,10.0
"November 9, 2021",Jeff Foust,37.5
"November 9, 2021",Sandra Erwin,12.5
"November 9, 2021",Jason Rainbow,12.5
"November 9, 2021",Debra Werner,25.0
"November 9, 2021",Park Si-soo,12.5
"November 8, 2021",Jeff Foust,28.57142857142857
"November 8, 2021",Debra Werner,14.285714285714285
"November 8, 2021",Sandra Erwin,28.57142857142857
"November 8, 2021",Jason Rainbow,14.285714285714285
"November 7, 2021",Sandra Erwin,50.0
"November 7, 2021",Jeff Foust,50.0
"November 6, 2021",Jeff Foust,66.66666666666666
"November 6, 2021",Jason Rainbow,33.33333333333333
"November 5, 2021",Park Si-soo,20.0
"November 5, 2021",Andrew Jones,20.0
"November 5, 2021",Jeff Foust,40.0
"November 4, 2021",Sandra Erwin,40.0
"November 4, 2021",Jeff Foust,40.0
"November 4, 2021",Andrew Jones,20.0
"November 3, 2021",Jason Rainbow,16.666666666666664
"November 3, 2021",Sandra Erwin,50.0
"November 3, 2021",Jeff Foust,33.33333333333333
"November 2, 2021",Jeff Foust,60.0
"November 2, 2021",Sandra Erwin,20.0
"November 2, 2021",Jason Rainbow,20.0
"November 1, 2021",Jason Rainbow,33.33333333333333
"November 1, 2021",Sandra Erwin,33.33333333333333
"November 1, 2021",Park Si-soo,33.33333333333333
"October 31, 2021",Andrew Jones,33.33333333333333
"October 31, 2021",Sandra Erwin,33.33333333333333
"October 31, 2021",Jeff Foust,33.33333333333333
"October 30, 2021",Jeff Foust,100.0
"October 29, 2021",Jason Rainbow,33.33333333333333
"October 29, 2021",Sandra Erwin,33.33333333333333
"October 29, 2021",Jeff Foust,33.33333333333333
"October 28, 2021",Jeff Foust,25.0
"October 28, 2021",Jason Rainbow,12.5
"October 28, 2021",Debra Werner,25.0
"October 28, 2021",Sandra Erwin,25.0
"October 27, 2021",Jason Rainbow,14.285714285714285
"October 27, 2021",Jeff Foust,42.857142857142854
"October 27, 2021",Sandra Erwin,14.285714285714285
"October 27, 2021",Park Si-soo,14.285714285714285
"October 27, 2021",Andrew Jones,14.285714285714285
"October 26, 2021",Jason Rainbow,40.0
"October 26, 2021",Sandra Erwin,20.0
"October 26, 2021",Debra Werner,20.0
"October 26, 2021",Jeff Foust,20.0
"October 25, 2021",Jason Rainbow,20.0
"October 25, 2021",Jeff Foust,60.0
"October 25, 2021",Debra Werner,20.0
"October 24, 2021",Jeff Foust,33.33333333333333
"October 24, 2021",Andrew Jones,33.33333333333333
"October 23, 2021",Jeff Foust,100.0
"October 22, 2021",Sandra Erwin,50.0
"October 22, 2021",Jeff Foust,50.0
"October 21, 2021",Jeff Foust,28.57142857142857
"October 21, 2021",Sandra Erwin,14.285714285714285
"October 21, 2021",Jason Rainbow,14.285714285714285
"October 21, 2021",Debra Werner,28.57142857142857
"October 21, 2021",Park Si-soo,14.285714285714285
"October 20, 2021",Jeff Foust,42.857142857142854
"October 20, 2021",Sandra Erwin,28.57142857142857
"October 20, 2021",Jason Rainbow,28.57142857142857
"October 19, 2021",Jeff Foust,25.0
"October 19, 2021",Debra Werner,12.5
"October 19, 2021",Sandra Erwin,12.5
"October 19, 2021",Jason Rainbow,25.0
"October 19, 2021",Andrew Jones,12.5
"October 19, 2021",Jarosław Adamowski,12.5
"October 18, 2021",Jason Rainbow,20.0
"October 18, 2021",Jeff Foust,20.0
"October 18, 2021",Sandra Erwin,10.0
"October 18, 2021",Park Si-soo,10.0
"October 18, 2021",Debra Werner,20.0
"October 17, 2021",Jeff Foust,100.0
"October 16, 2021",Jeff Foust,100.0
"October 15, 2021",Jeff Foust,33.33333333333333
"October 15, 2021",Andrew Jones,33.33333333333333
"October 14, 2021",Jeff Foust,27.27272727272727
"October 14, 2021",Sandra Erwin,36.36363636363637
"October 14, 2021",Debra Werner,18.181818181818183
"October 14, 2021",Jason Rainbow,9.090909090909092
"October 14, 2021",Andrew Jones,9.090909090909092
"October 13, 2021",Jason Rainbow,14.285714285714285
"October 13, 2021",Jeff Foust,42.857142857142854
"October 13, 2021",Sandra Erwin,28.57142857142857
"October 13, 2021",Andrew Jones,14.285714285714285
"October 12, 2021",Sandra Erwin,25.0
"October 12, 2021",Debra Werner,12.5
"October 12, 2021",Park Si-soo,25.0
"October 12, 2021",Jeff Foust,25.0
"October 12, 2021",Avio,12.5
"October 11, 2021",Sandra Erwin,33.33333333333333
"October 11, 2021",Jeff Foust,66.66666666666666
"October 9, 2021",Jeff Foust,100.0
"October 8, 2021",Debra Werner,28.57142857142857
"October 8, 2021",Jeff Foust,28.57142857142857
"October 8, 2021",Andrew Jones,28.57142857142857
"October 8, 2021",Sandra Erwin,14.285714285714285
"October 7, 2021",Sandra Erwin,40.0
"October 7, 2021",Debra Werner,20.0
"October 7, 2021",Park Si-soo,10.0
"October 7, 2021",Jeff Foust,30.0
"October 6, 2021",Sandra Erwin,30.76923076923077
"October 6, 2021",Jeff Foust,30.76923076923077
"October 6, 2021",Debra Werner,15.384615384615385
"October 6, 2021",Brian Berger,7.6923076923076925
"October 6, 2021",Park Si-soo,7.6923076923076925
"October 5, 2021",Debra Werner,40.0
"October 5, 2021",Sandra Erwin,30.0
"October 5, 2021",Park Si-soo,10.0
"October 5, 2021",Jeff Foust,10.0
"October 4, 2021",Debra Werner,25.0
"October 4, 2021",Jeff Foust,25.0
"October 4, 2021",Sandra Erwin,25.0
"October 4, 2021",Park Si-soo,12.5
"October 3, 2021",Jeff Foust,100.0
"October 2, 2021",Debra Werner,33.33333333333333
"October 2, 2021",Sandra Erwin,66.66666666666666
"October 1, 2021",Sandra Erwin,20.0
"October 1, 2021",Debra Werner,40.0
"October 1, 2021",Jeff Foust,40.0
"September 30, 2021",Jeff Foust,42.857142857142854
"September 30, 2021",Sandra Erwin,28.57142857142857
"September 30, 2021",Brian Berger,14.285714285714285
"September 30, 2021",Andrew Jones,14.285714285714285
"September 29, 2021",Jeff Foust,40.0
"September 29, 2021",Sandra Erwin,40.0
"September 29, 2021",Debra Werner,20.0
"September 28, 2021",Sandra Erwin,28.57142857142857
"September 28, 2021",Jeff Foust,28.57142857142857
"September 28, 2021",Jason Rainbow,14.285714285714285
"September 28, 2021",Debra Werner,14.285714285714285
"September 27, 2021",Sandra Erwin,11.11111111111111
"September 27, 2021",Debra Werner,33.33333333333333
"September 27, 2021",Andrew Jones,11.11111111111111
"September 27, 2021",Jeff Foust,22.22222222222222
"September 27, 2021",Jason Rainbow,22.22222222222222
"September 25, 2021",Sandra Erwin,50.0
"September 24, 2021",Jeff Foust,66.66666666666666
"September 24, 2021",Sandra Erwin,33.33333333333333
"September 23, 2021",Jeff Foust,33.33333333333333
"September 23, 2021",Sandra Erwin,16.666666666666664
"September 23, 2021",Brian Berger,16.666666666666664
"September 23, 2021",Jason Rainbow,16.666666666666664
"September 22, 2021",Jeff Foust,37.5
"September 22, 2021",Debra Werner,25.0
"September 22, 2021",Sandra Erwin,25.0
"September 22, 2021",Jason Rainbow,12.5
"September 21, 2021",Sandra Erwin,50.0
"September 21, 2021",Jason Rainbow,25.0
"September 21, 2021",Jeff Foust,12.5
"September 20, 2021",Sandra Erwin,42.857142857142854
"September 20, 2021",Jason Rainbow,14.285714285714285
"September 20, 2021",Jeff Foust,28.57142857142857
"September 20, 2021",Andrew Jones,14.285714285714285
"September 19, 2021",Jeff Foust,33.33333333333333
"September 19, 2021",Sandra Erwin,33.33333333333333
"September 19, 2021",Debra Werner,33.33333333333333
"September 18, 2021",Jeff Foust,100.0
"September 17, 2021",Jeff Foust,40.0
"September 17, 2021",Jason Rainbow,20.0
"September 17, 2021",Sandra Erwin,20.0
"September 17, 2021",Andrew Jones,20.0
"September 16, 2021",Jeff Foust,50.0
"September 16, 2021",Sandra Erwin,37.5
"September 16, 2021",Andrew Jones,12.5
"September 15, 2021",Jeff Foust,66.66666666666666
"September 15, 2021",Park Si-soo,16.666666666666664
"September 14, 2021",Jason Rainbow,18.181818181818183
"September 14, 2021",Jeff Foust,36.36363636363637
"September 14, 2021",Debra Werner,18.181818181818183
"September 14, 2021",Sandra Erwin,18.181818181818183
"September 14, 2021",Park Si-soo,9.090909090909092
"September 13, 2021",Sandra Erwin,40.0
"September 13, 2021",Jason Rainbow,20.0
"September 13, 2021",Park Si-soo,20.0
"September 13, 2021",Jeff Foust,20.0
"September 12, 2021",Jeff Foust,100.0
"September 11, 2021",Jeff Foust,50.0
"September 11, 2021",Sandra Erwin,50.0
"September 10, 2021",Jeff Foust,75.0
"September 9, 2021",Sandra Erwin,21.428571428571427
"September 9, 2021",Debra Werner,14.285714285714285
"September 9, 2021",Andrew Jones,7.142857142857142
"September 9, 2021",Jeff Foust,28.57142857142857
"September 9, 2021",Jason Rainbow,14.285714285714285
"September 9, 2021",Park Si-soo,14.285714285714285
"September 8, 2021",Debra Werner,18.181818181818183
"September 8, 2021",Jeff Foust,27.27272727272727
"September 8, 2021",Jason Rainbow,27.27272727272727
"September 8, 2021",Sandra Erwin,9.090909090909092
"September 8, 2021",Andrew Parsonson,9.090909090909092
"September 8, 2021",Park Si-soo,9.090909090909092
"September 7, 2021",Debra Werner,25.0
"September 7, 2021",Sandra Erwin,25.0
"September 7, 2021",Jason Rainbow,16.666666666666664
"September 7, 2021",Brian Berger,8.333333333333332
"September 7, 2021",Jeff Foust,25.0
"September 6, 2021",Sandra Erwin,33.33333333333333
"September 6, 2021",Jeff Foust,33.33333333333333
"September 6, 2021",Andrew Jones,33.33333333333333
"September 5, 2021",Jeff Foust,50.0
"September 5, 2021",Sandra Erwin,50.0
"September 2, 2021",Jeff Foust,55.55555555555556
"September 2, 2021",Sandra Erwin,22.22222222222222
"September 2, 2021",Jason Rainbow,22.22222222222222
"September 1, 2021",Sandra Erwin,33.33333333333333
"September 1, 2021",Andrew Parsonson,16.666666666666664
"September 1, 2021",Jason Rainbow,33.33333333333333
"September 1, 2021",Andrew Jones,16.666666666666664
"August 31, 2021",Jeff Foust,75.0
"August 31, 2021",Sandra Erwin,25.0
"August 30, 2021",Debra Werner,12.5
"August 30, 2021",Sandra Erwin,37.5
"August 30, 2021",Park Si-soo,12.5
"August 30, 2021",Jeff Foust,12.5
"August 30, 2021",SpaceNews Editor,12.5
"August 30, 2021",Jason Rainbow,12.5
"August 29, 2021",Sandra Erwin,33.33333333333333
"August 29, 2021",Jeff Foust,33.33333333333333
"August 28, 2021",Jeff Foust,66.66666666666666
"August 28, 2021",Sandra Erwin,33.33333333333333
"August 27, 2021",Jason Rainbow,50.0
"August 27, 2021",Andrew Jones,50.0
"August 26, 2021",Jason Rainbow,36.36363636363637
"August 26, 2021",Sandra Erwin,9.090909090909092
"August 26, 2021",Jeff Foust,45.45454545454545
"August 26, 2021",Andrew Jones,9.090909090909092
"August 25, 2021",Jason Rainbow,11.11111111111111
"August 25, 2021",Jeff Foust,33.33333333333333
"August 25, 2021",Debra Werner,22.22222222222222
"August 25, 2021",Sandra Erwin,22.22222222222222
"August 25, 2021",Park Si-soo,11.11111111111111
"August 24, 2021",Sandra Erwin,35.0
"August 24, 2021",Jason Rainbow,15.0
"August 24, 2021",Jeff Foust,20.0
"August 24, 2021",Debra Werner,20.0
"August 23, 2021",Sandra Erwin,40.0
"August 23, 2021",Jeff Foust,30.0
"August 23, 2021",Debra Werner,20.0
"August 23, 2021",Jason Rainbow,10.0
"August 22, 2021",Debra Werner,66.66666666666666
"August 22, 2021",Jason Rainbow,33.33333333333333
"August 20, 2021",Jeff Foust,28.57142857142857
"August 20, 2021",Sandra Erwin,28.57142857142857
"August 20, 2021",Jason Rainbow,14.285714285714285
"August 20, 2021",Andrew Jones,14.285714285714285
"August 19, 2021",Jeff Foust,33.33333333333333
"August 19, 2021",Sandra Erwin,33.33333333333333
"August 19, 2021",Jason Rainbow,11.11111111111111
"August 19, 2021",Park Si-soo,22.22222222222222
"August 18, 2021",Park Si-soo,20.0
"August 18, 2021",Debra Werner,60.0
"August 18, 2021",Jeff Foust,20.0
"August 17, 2021",Jason Rainbow,25.0
"August 17, 2021",Jeff Foust,25.0
"August 17, 2021",SpaceNews Editor,12.5
"August 17, 2021",Sandra Erwin,37.5
"August 16, 2021",Jason Rainbow,20.0
"August 16, 2021",Jeff Foust,40.0
"August 16, 2021",Andrew Jones,20.0
"August 15, 2021",Sandra Erwin,100.0
"August 13, 2021",Sandra Erwin,20.0
"August 13, 2021",Jeff Foust,40.0
"August 13, 2021",Andrew Jones,20.0
"August 12, 2021",Jeff Foust,33.33333333333333
"August 12, 2021",Debra Werner,16.666666666666664
"August 12, 2021",Sandra Erwin,25.0
"August 12, 2021",Jason Rainbow,16.666666666666664
"August 11, 2021",Jeff Foust,50.0
"August 11, 2021",Sandra Erwin,25.0
"August 11, 2021",Jason Rainbow,25.0
"August 10, 2021",Jeff Foust,38.46153846153847
"August 10, 2021",Sandra Erwin,15.384615384615385
"August 10, 2021",Jason Rainbow,7.6923076923076925
"August 10, 2021",Debra Werner,23.076923076923077
"August 10, 2021",Andrew Jones,7.6923076923076925
"August 10, 2021",Park Si-soo,7.6923076923076925
"August 9, 2021",Sandra Erwin,27.27272727272727
"August 9, 2021",Jason Rainbow,9.090909090909092
"August 9, 2021",Jeff Foust,27.27272727272727
"August 9, 2021",Debra Werner,9.090909090909092
"August 9, 2021",Andrew Jones,9.090909090909092
"August 9, 2021",Park Si-soo,9.090909090909092
"August 8, 2021",Jeff Foust,100.0
"August 7, 2021",Jeff Foust,50.0
"August 6, 2021",Jeff Foust,37.5
"August 6, 2021",Jason Rainbow,37.5
"August 6, 2021",Andrew Jones,12.5
"August 5, 2021",Jason Rainbow,22.22222222222222
"August 5, 2021",Sandra Erwin,22.22222222222222
"August 5, 2021",Debra Werner,22.22222222222222
"August 5, 2021",Jeff Foust,22.22222222222222
"August 4, 2021",Jeff Foust,33.33333333333333
"August 4, 2021",Sandra Erwin,22.22222222222222
"August 4, 2021",Tony Quine,11.11111111111111
"August 4, 2021",Jason Rainbow,22.22222222222222
"August 4, 2021",Debra Werner,11.11111111111111
"August 3, 2021",Park Si-soo,20.0
"August 3, 2021",Jason Rainbow,20.0
"August 3, 2021",Jeff Foust,20.0
"August 3, 2021",Anusuya Datta,20.0
"August 3, 2021",Andrew Jones,20.0
"August 2, 2021",Jason Rainbow,20.0
"August 2, 2021",Sandra Erwin,20.0
"August 2, 2021",Jeff Foust,40.0
"August 2, 2021",Andrew Jones,20.0
"August 1, 2021",Jeff Foust,100.0
"July 31, 2021",Jeff Foust,100.0
"July 30, 2021",Jeff Foust,75.0
"July 30, 2021",Sandra Erwin,25.0
"July 29, 2021",Jeff Foust,50.0
"July 29, 2021",Sandra Erwin,16.666666666666664
"July 29, 2021",Jason Rainbow,16.666666666666664
"July 28, 2021",Jason Rainbow,40.0
"July 28, 2021",Sandra Erwin,20.0
"July 28, 2021",Jeff Foust,20.0
"July 27, 2021",Jeff Foust,33.33333333333333
"July 27, 2021",Jason Rainbow,16.666666666666664
"July 27, 2021",Sandra Erwin,33.33333333333333
"July 27, 2021",Andrew Jones,16.666666666666664
"July 26, 2021",Sandra Erwin,20.0
"July 26, 2021",Jason Rainbow,10.0
"July 26, 2021",Jeff Foust,30.0
"July 26, 2021",Andrew Jones,10.0
"July 24, 2021",Jeff Foust,100.0
"July 23, 2021",Jason Rainbow,33.33333333333333
"July 23, 2021",Jeff Foust,66.66666666666666
"July 22, 2021",Sandra Erwin,50.0
"July 22, 2021",Jason Rainbow,50.0
"July 21, 2021",Jeff Foust,40.0
"July 21, 2021",Sandra Erwin,20.0
"July 21, 2021",Jason Rainbow,20.0
"July 20, 2021",Jeff Foust,66.66666666666666
"July 20, 2021",Sandra Erwin,33.33333333333333
"July 19, 2021",Jason Rainbow,25.0
"July 19, 2021",Jeff Foust,50.0
"July 19, 2021",Sandra Erwin,25.0
"July 18, 2021",Jeff Foust,100.0
"July 17, 2021",Jeff Foust,100.0
"July 16, 2021",Jason Rainbow,33.33333333333333
"July 16, 2021",Sandra Erwin,16.666666666666664
"July 16, 2021",Andrew Jones,16.666666666666664
"July 16, 2021",Debra Werner,16.666666666666664
"July 16, 2021",Jeff Foust,16.666666666666664
"July 15, 2021",Jeff Foust,50.0
"July 15, 2021",Jason Rainbow,33.33333333333333
"July 15, 2021",Andrew Jones,16.666666666666664
"July 14, 2021",Sandra Erwin,33.33333333333333
"July 14, 2021",Jason Rainbow,16.666666666666664
"July 14, 2021",Jeff Foust,16.666666666666664
"July 14, 2021",Andrew Jones,16.666666666666664
"July 14, 2021",Debra Werner,16.666666666666664
"July 13, 2021",Jeff Foust,100.0
"July 12, 2021",Jeff Foust,33.33333333333333
"July 12, 2021",Sandra Erwin,33.33333333333333
"July 12, 2021",Jason Rainbow,33.33333333333333
"July 11, 2021",Jeff Foust,100.0
"July 10, 2021",Jeff Foust,100.0
"July 9, 2021",Jeff Foust,50.0
"July 9, 2021",Park Si-soo,25.0
"July 8, 2021",Jeff Foust,100.0
"July 7, 2021",Jeff Foust,50.0
"July 7, 2021",Debra Werner,50.0
"July 6, 2021",Debra Werner,20.0
"July 6, 2021",Jeff Foust,40.0
"July 6, 2021",Andrew Jones,20.0
"July 6, 2021",Jason Rainbow,20.0
"July 5, 2021",Jeff Foust,100.0
"July 4, 2021",Andrew Jones,100.0
"July 3, 2021",Jeff Foust,50.0
"July 3, 2021",Sandra Erwin,50.0
"July 2, 2021",Jeff Foust,50.0
"July 1, 2021",Jeff Foust,71.42857142857143
"July 1, 2021",Jason Rainbow,28.57142857142857
"June 30, 2021",Jeff Foust,41.66666666666667
"June 30, 2021",Sandra Erwin,25.0
"June 30, 2021",Debra Werner,8.333333333333332
"June 30, 2021",Jason Rainbow,8.333333333333332
"June 30, 2021",Park Si-soo,8.333333333333332
"June 30, 2021",Andrew Jones,8.333333333333332
"June 29, 2021",Jeff Foust,22.22222222222222
"June 29, 2021",Debra Werner,11.11111111111111
"June 29, 2021",Sandra Erwin,22.22222222222222
"June 29, 2021",Jason Rainbow,33.33333333333333
"June 28, 2021",Jeff Foust,20.0
"June 28, 2021",Jason Rainbow,20.0
"June 28, 2021",Sandra Erwin,20.0
"June 28, 2021",Park Si-soo,20.0
"June 28, 2021",Andrew Jones,20.0
"June 27, 2021",Jeff Foust,33.33333333333333
"June 27, 2021",Andrew Jones,33.33333333333333
"June 26, 2021",Jeff Foust,100.0
"June 25, 2021",Debra Werner,16.666666666666664
"June 25, 2021",Sandra Erwin,16.666666666666664
"June 25, 2021",Jeff Foust,33.33333333333333
"June 24, 2021",Jeff Foust,28.57142857142857
"June 24, 2021",Sandra Erwin,28.57142857142857
"June 24, 2021",Debra Werner,14.285714285714285
"June 24, 2021",Jason Rainbow,14.285714285714285
"June 23, 2021",Sandra Erwin,27.27272727272727
"June 23, 2021",Jeff Foust,27.27272727272727
"June 23, 2021",Jason Rainbow,18.181818181818183
"June 23, 2021",Debra Werner,27.27272727272727
"June 22, 2021",Sandra Erwin,37.5
"June 22, 2021",Jeff Foust,37.5
"June 22, 2021",Jason Rainbow,25.0
"June 21, 2021",Sandra Erwin,50.0
"June 21, 2021",Jason Rainbow,50.0
"June 20, 2021",Jeff Foust,100.0
"June 19, 2021",Jeff Foust,100.0
"June 18, 2021",Jason Rainbow,25.0
"June 18, 2021",Jeff Foust,25.0
"June 18, 2021",Andrew Jones,25.0
"June 17, 2021",Sandra Erwin,16.666666666666664
"June 17, 2021",Jeff Foust,25.0
"June 17, 2021",Jason Rainbow,16.666666666666664
"June 17, 2021",Debra Werner,16.666666666666664
"June 17, 2021",Andrew Jones,8.333333333333332
"June 16, 2021",Sandra Erwin,20.0
"June 16, 2021",Jason Rainbow,20.0
"June 16, 2021",Jeff Foust,40.0
"June 16, 2021",Andrew Jones,10.0
"June 16, 2021",Debra Werner,10.0
"June 15, 2021",Jeff Foust,33.33333333333333
"June 15, 2021",Sandra Erwin,33.33333333333333
"June 15, 2021",Jason Rainbow,16.666666666666664
"June 15, 2021",Debra Werner,16.666666666666664
"June 14, 2021",Park Si-soo,33.33333333333333
"June 14, 2021",Jeff Foust,33.33333333333333
"June 13, 2021",Sandra Erwin,50.0
"June 13, 2021",Jeff Foust,50.0
"June 12, 2021",Jeff Foust,100.0
"June 11, 2021",Jason Rainbow,66.66666666666666
"June 11, 2021",Jeff Foust,33.33333333333333
"June 10, 2021",Jeff Foust,33.33333333333333
"June 10, 2021",Sandra Erwin,33.33333333333333
"June 10, 2021",Jason Rainbow,11.11111111111111
"June 10, 2021",Debra Werner,11.11111111111111
"June 10, 2021",Andrew Jones,11.11111111111111
"June 9, 2021",Jason Rainbow,20.0
"June 9, 2021",Andrew Jones,20.0
"June 9, 2021",Jeff Foust,40.0
"June 9, 2021",Sandra Erwin,20.0
"June 8, 2021",Jeff Foust,42.857142857142854
"June 8, 2021",Debra Werner,14.285714285714285
"June 8, 2021",Sandra Erwin,28.57142857142857
"June 8, 2021",Jason Rainbow,14.285714285714285
"June 7, 2021",Jason Rainbow,25.0
"June 7, 2021",Jeff Foust,50.0
"June 7, 2021",Raytheon Intelligence & Space,25.0
"June 6, 2021",Jeff Foust,100.0
"June 5, 2021",Sandra Erwin,100.0
"June 4, 2021",Sandra Erwin,25.0
"June 4, 2021",Jeff Foust,50.0
"June 4, 2021",Jason Rainbow,25.0
"June 3, 2021",Sandra Erwin,10.0
"June 3, 2021",Jason Rainbow,10.0
"June 3, 2021",Jeff Foust,40.0
"June 3, 2021",Debra Werner,20.0
"June 3, 2021",Andrew Jones,10.0
"June 2, 2021",Jeff Foust,42.857142857142854
"June 2, 2021",Sandra Erwin,42.857142857142854
"June 2, 2021",Jason Rainbow,14.285714285714285
"June 1, 2021",Jason Rainbow,33.33333333333333
"June 1, 2021",Jeff Foust,33.33333333333333
"June 1, 2021",Debra Werner,16.666666666666664
"June 1, 2021",Andrew Parsonson,16.666666666666664
"May 31, 2021",Andrew Jones,33.33333333333333
"May 31, 2021",Jeff Foust,33.33333333333333
"May 30, 2021",Sandra Erwin,100.0
"May 29, 2021",Andrew Jones,50.0
"May 28, 2021",Jason Rainbow,40.0
"May 28, 2021",Jeff Foust,40.0
"May 28, 2021",Sandra Erwin,20.0
"May 27, 2021",Jeff Foust,33.33333333333333
"May 27, 2021",Sandra Erwin,16.666666666666664
"May 27, 2021",Park Si-soo,16.666666666666664
"May 27, 2021",Jason Rainbow,33.33333333333333
"May 26, 2021",Jeff Foust,42.857142857142854
"May 26, 2021",Sandra Erwin,14.285714285714285
"May 26, 2021",Andrew Jones,14.285714285714285
"May 25, 2021",Debra Werner,18.181818181818183
"May 25, 2021",Jason Rainbow,18.181818181818183
"May 25, 2021",Sandra Erwin,18.181818181818183
"May 25, 2021",Jeff Foust,27.27272727272727
"May 25, 2021",Park Si-soo,9.090909090909092
"May 24, 2021",Sandra Erwin,40.0
"May 24, 2021",Jason Rainbow,20.0
"May 24, 2021",Jeff Foust,20.0
"May 23, 2021",Sandra Erwin,100.0
"May 22, 2021",Jeff Foust,50.0
"May 22, 2021",Andrew Jones,50.0
"May 21, 2021",Jason Rainbow,33.33333333333333
"May 21, 2021",Jeff Foust,33.33333333333333
"May 20, 2021",Jeff Foust,50.0
"May 20, 2021",Sandra Erwin,16.666666666666664
"May 20, 2021",Jason Rainbow,16.666666666666664
"May 19, 2021",Jeff Foust,66.66666666666666
"May 19, 2021",Jason Rainbow,16.666666666666664
"May 18, 2021",Jeff Foust,30.0
"May 18, 2021",Sandra Erwin,40.0
"May 18, 2021",Park Si-soo,10.0
"May 18, 2021",Jason Rainbow,10.0
"May 18, 2021",Debra Werner,10.0
"May 17, 2021",Jeff Foust,16.666666666666664
"May 17, 2021",Sandra Erwin,66.66666666666666
"May 17, 2021",Andrew Jones,16.666666666666664
"May 15, 2021",Jeff Foust,66.66666666666666
"May 15, 2021",Sandra Erwin,33.33333333333333
"May 14, 2021",Andrew Jones,25.0
"May 14, 2021",Jason Rainbow,25.0
"May 14, 2021",Jeff Foust,50.0
"May 13, 2021",Debra Werner,20.0
"May 13, 2021",Jeff Foust,40.0
"May 13, 2021",Jason Rainbow,40.0
"May 12, 2021",Jeff Foust,50.0
"May 12, 2021",Sandra Erwin,16.666666666666664
"May 12, 2021",Jason Rainbow,16.666666666666664
"May 12, 2021",Debra Werner,16.666666666666664
"May 11, 2021",Sandra Erwin,37.5
"May 11, 2021",Jeff Foust,50.0
"May 11, 2021",Jason Rainbow,12.5
"May 10, 2021",Sandra Erwin,22.22222222222222
"May 10, 2021",Jason Rainbow,33.33333333333333
"May 10, 2021",Park Si-soo,11.11111111111111
"May 10, 2021",Debra Werner,11.11111111111111
"May 9, 2021",Jeff Foust,50.0
"May 9, 2021",Andrew Jones,50.0
"May 8, 2021",Debra Werner,100.0
"May 7, 2021",Andrew Jones,14.285714285714285
"May 7, 2021",Jeff Foust,57.14285714285714
"May 7, 2021",Sandra Erwin,14.285714285714285
"May 6, 2021",Jeff Foust,20.0
"May 6, 2021",Sandra Erwin,40.0
"May 6, 2021",Jason Rainbow,20.0
"May 6, 2021",Andrew Parsonson,20.0
"May 5, 2021",Jeff Foust,28.57142857142857
"May 5, 2021",Debra Werner,14.285714285714285
"May 5, 2021",Jason Rainbow,14.285714285714285
"May 5, 2021",Sandra Erwin,42.857142857142854
"May 4, 2021",Andrew Jones,16.666666666666664
"May 4, 2021",Jeff Foust,33.33333333333333
"May 4, 2021",Sandra Erwin,16.666666666666664
"May 4, 2021",Jason Rainbow,33.33333333333333
"May 3, 2021",Jeff Foust,40.0
"May 3, 2021",Jason Rainbow,40.0
"May 3, 2021",Sandra Erwin,20.0
"May 2, 2021",Sandra Erwin,50.0
"May 2, 2021",Jeff Foust,50.0
"May 1, 2021",Jeff Foust,50.0
"May 1, 2021",Sandra Erwin,50.0
"April 30, 2021",Jeff Foust,37.5
"April 30, 2021",Jason Rainbow,12.5
"April 30, 2021",Debra Werner,12.5
"April 30, 2021",Andrew Jones,12.5
"April 29, 2021",Jason Rainbow,28.57142857142857
"April 29, 2021",Jeff Foust,42.857142857142854
"April 29, 2021",Andrew Jones,14.285714285714285
"April 28, 2021",Jeff Foust,30.0
"April 28, 2021",Sandra Erwin,20.0
"April 28, 2021",Jason Rainbow,30.0
"April 28, 2021",Debra Werner,10.0
"April 27, 2021",Tony Quine,10.0
"April 27, 2021",Jeff Foust,30.0
"April 27, 2021",Andrew Parsonson,10.0
"April 27, 2021",Sandra Erwin,10.0
"April 27, 2021",Jason Rainbow,20.0
"April 27, 2021",Andrew Jones,10.0
"April 26, 2021",Jeff Foust,25.0
"April 26, 2021",Jason Rainbow,12.5
"April 26, 2021",Sandra Erwin,25.0
"April 26, 2021",Andrew Parsonson,12.5
